Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál es el color del oro?";"";"";"Dorado.";"Plateado.";"Blanco grisáceo.";"Rojo brillante.";"";"";"es-material-metals-4"
"¿Qué porcentaje del oro se utiliza en joyería o como inversión?";"";"";"70%.";"50%.";"90%.";"30%.";"";"";"es-material-metals-4"
"¿Qué propiedad del oro lo hace adecuado para cubrir contactos eléctricos?";"";"";"Buen conductor eléctrico y muy resistente a la oxidación.";"Buen conductor eléctrico y poco resistente a la oxidación.";"Mal conductor eléctrico y muy resistente a la oxidación.";"Color dorado";"";"";"es-material-metals-4"
"¿De qué color es el platino?";"";"";"Blanco grisáceo.";"Dorado.";"Plateado.";"Rojo brillante.";"";"";"es-material-metals-4"
"¿En qué se emplea el platino?";"";"";"Joyería, contactos eléctricos, empastes, catalizadores.";"Cubrir contactos eléctricos, cables eléctricos, reflector de luz.";"Aplicaciones industriales, reflector de luz, inversión.";"Empastes, reflector de luz, inversión.";"";"";"es-material-metals-4"
"¿Cuál es el color del rodio?";"";"";"Blanco plateado.";"Dorado.";"Blanco grisáceo.";"Plateado brillante.";"";"";"es-material-metals-4"
"¿Para qué se utiliza el rodio?";"";"";"Como catalizador de óxidos nitrosos en automóviles.";"Joyería, contactos eléctricos, empastes.";"Cubrir contactos eléctricos, cables eléctricos, reflector de luz.";"Reflector de luz en cristales, inversión.";"";"";"es-material-metals-4"
"¿Por qué el precio del rodio se ha elevado tanto?";"";"";"No tiene sustituto como catalizador de óxidos nitrosos.";"Es el metal precioso más antiguo.";"Por su baja conductividad eléctrica.";"Por su color dorado y su brillo.";"";"";"es-material-metals-4"
"¿Cuál de estos metales es más barato?";"";"";"Acero.";"Plomo.";"Aluminio.";"Zinc.";"";"";"es-material-metals-4"
"¿Cuál de estos metales es más caro?";"";"";"Rodio.";"Oro.";"Platino.";"Plata.";"";"";"es-material-metals-4"
"¿Cuál es el metal más caro usado para cables eléctricos?";"";"";"Cobre.";"Aluminio.";"Acero.";"Plomo.";"";"";"es-material-metals-4"
"¿Cuáles son los metales más baratos usados para cables eléctricos?";"";"";"Acero y Aluminio.";"Cobre y Estaño.";"Oro y plata.";"Níquel y Cobalto.";"";"";"es-material-metals-4"
"¿Qué precio tiene el titanio en comparación con el acero?";"";"";"El titanio tiene un precio de 10 a 20 veces más caro que el acero.";"El titanio tiene un precio de 20 a 50 veces más caro que el acero.";"El titanio tiene un precio de 50 a 100 veces más caro que el acero.";"El titanio tiene un precio de 5 a 10 veces más caro que el acero.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el acero?";"";"";"Aleación ferrosa.";"Aleación de cobre.";"Metal ligero.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es la fundición?";"";"";"Aleación ferrosa.";"Aleación de cobre.";"Metal ligero.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el bronce?";"";"";"Aleación de cobre.";"Aleación ferrosa.";"Metal ligero.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el latón?";"";"";"Aleación de cobre.";"Aleación ferrosa.";"Metal ligero.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el aluminio?";"";"";"Metal ligero.";"Aleación de cobre.";"Aleación ferrosa.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el titanio?";"";"";"Metal ligero.";"Aleación de cobre.";"Aleación ferrosa.";"Metal pesado.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el plomo?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Aleación ferrosa.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el plomo?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Aleación ferrosa.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el mercurio?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Aleación ferrosa.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el estaño?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Metal noble.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el cromo?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Metal noble.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el níquel?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Metal noble.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el cadmio?";"";"";"Metal pesado.";"Metal ligero.";"Aleación de cobre.";"Metal noble.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el oro?";"";"";"Metal noble.";"Aleación ferrosa.";"Metal ligero.";"Aleación de cobre.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el platino?";"";"";"Metal noble.";"Aleación ferrosa.";"Metal ligero.";"Aleación de cobre.";"";"";"es-material-metals-4"
"¿Qué tipo de metal es el rodio?";"";"";"Metal noble.";"Aleación ferrosa.";"Metal ligero.";"Aleación de cobre.";"";"";"es-material-metals-4"
