Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"La tecnología provoca nuevos peligros para la vida y la salud tales como ...";"";"";"Accidentes de trafico, de trabajo, enfermedades debidas a la contaminación";"Volcanes , tsunamis, terremotos";"";"";"";"";"es-technology-society-objects-1"
"¿Qué consecuencias negativas puede tener el desarrollo tecnológico para nuestro entorno?";"";"";"Explota recursos naturales y riquezas de la tierra que no son renovables y produce una gran cantidad de basuras y residuos";"Que se mueran animales y se caduque el agua";"";"";"";"";"es-technology-society-objects-1"
"¿Cómo conseguirá vivir el planeta?";"";"";"Frenando o yendo hacia atrás en el desarrollo tecnológico e industrial";"Dejando de usar la tecnología";"";"";"";"";"es-technology-society-objects-1"
"Talar árboles asegurando la repoblación es una actividad sostenible.";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"Dime dos características que debe tener un desarrollo para considerarlo sostenible.";"";"";"Usar los recursos de manera eficiente y promover el reciclaje y reutilización.";"Que sea duro y pese";"";"";"";"";"es-technology-society-objects-1"
"Dime dos claves para conseguir un desarrollo sostenible";"";"";"El reciclaje de los residuos e investigar y potenciar las energías renovables";"No hay";"";"";"";"";"es-technology-society-objects-1"
"En una economía globalizada, el desarrollo sostenible debe ser también un objetivo global.";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"La evolución tecnológica no sólo consiste en la invención de nuevos objetos, sino que también en ...";"";"";"Hacerlos bien";"Los objetos ya inventados van evolucionando.";"";"";"";"";"es-technology-society-objects-1"
"Los automóviles actuales son diferentes de los primeros vehículos a motor de hace más de cien años.";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"Por que se guía la evolución de los objetos.";"";"";"Buscar la mayor eficacia y el menor coste";"Buscar la menor eficacia el mayor coste";"";"";"";"";"es-technology-society-objects-1"
"Los transportes y la comunicaciones han desarrollado ...";"";"";"El comercio";"Las máquinas";"";"";"";"";"es-technology-society-objects-1"
"Cada vez comprendemos menos ...";"";"";"Las máquinas";"Los libros";"";"";"";"";"es-technology-society-objects-1"
"No hay forma de saber si los aparatos que empleamos actualmente resultarán beneficiosos o perjudiciales en el futuro.";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"La tecnología ha aumentado espectacularmente la esperanza de vida";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"Las riquezas de la Tierra que no son renovables son ...";"";"";"Carbón, petróleo, bosques";"Papel cartón agua";"";"";"";"";"es-technology-society-objects-1"
"La tecnología nos ha permitido tener un lugar de residencia fijo";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"La imprenta o Internet nos han posibilitado adquirir cada vez mas ...";"";"";"Mayores conocimientos, mayor información acerca del mundo en el que vivimos";"Peores conocimientos y entender peor la vida";"";"";"";"";"es-technology-society-objects-1"
"Cualquier objeto o avance tecnológico va a tener consecuencias tanto positivas como negativas sobre la vida de las personas";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"La actividad tecnológica tiene una repercusión en nuestro entorno";"";"";"Muy difícil de prever";"Muy fácil de prever";"";"";"";"";"es-technology-society-objects-1"
"La tecnología provoca nuevos peligros para la vida y la salud.";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"El desarrollo tecnológico";"";"";"Puede tener consecuencias negativas para nuestro entorno";"Puede tener consecuencias positivas para nuestro entorno";"";"";"";"";"es-technology-society-objects-1"
"Una forma de lograr que los aparatos sean más baratos, eficaces, cómodos y seguros es";"";"";"La normalización";"La no normalización";"";"";"";"";"es-technology-society-objects-1"
"La evolución tecnológica";"";"";"La evolución tecnológica no sólo consiste en la invención de nuevos objetos";"La evolución tecnológica sólo consiste en la invención de nuevos objetos";"";"";"";"";"es-technology-society-objects-1"
"¿Las normas pueden ser nacionales?";"";"";"Si";"No";"";"";"";"";"es-technology-society-objects-1"
"La normalización es el conjunto de normas que adoptan los países del mundo para facilitar la producción y comercialización de sus productos";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"La Administración y los poderes públicos son los responsables de decidir qué normas son de obligado cumplimiento y cuáles se quedan en la categoría de recomendaciones técnicas";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"El desarrollo tecnológico produce una gran cantidad de basuras y residuos de todo tipo";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"Una de las claves para conseguir un desarrollo sostenible es el reciclaje de los residuos";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
"Los automóviles actuales son iguales de los primeros vehículos a motor de hace más de cien años";"";"";"Falso";"Verdadero";"";"";"";"";"es-technology-society-objects-1"
"La escritura, la imprenta o Internet nos han posibilitado adquirir cada vez mayores conocimientos";"";"";"Verdadero";"Falso";"";"";"";"";"es-technology-society-objects-1"
