Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"Cualquier objeto o avance tecnológico va a tener consecuencias positivas sobre las personas.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"La tecnología nos ha hecho independientes de los cambios en el medio natural.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"Los transportes y las comunicaciones han desarrollado.";"";"";"El comercio";"La vida";"";"";"";"";"es_technology_society_objects_4"
"Talar árboles asegurando la repoblación es una actividad sostenible.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"La tecnología ha aumentado espectacularmente";"";"";"La esperanza de vida";"Mayor comercio";"";"";"";"";"es_technology_society_objects_4"
"Los puertos USB de los ordenadores, que pretenden sustituir a la gran variedad de puertos serie y paralelo que existían anteriormente.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"Dos de las claves para conseguir un desarrollo sostenible son ...";"";"";"El reciclaje de los residuos y la conciencia de la población";"Buscar el menor coste y buscar la mayor eficiencia.";"";"";"";"";"es_technology_society_objects_4"
"Consumir petróleo es sostenible ya que hoy en día no se conoce ningún sistema para crear petróleo.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"¿Que es el ISO?";"";"";"International Organization for Standarization";"Intervención al Software del Ordenador";"";"";"";"";"es_technology_society_objects_4"
"¿Qué normas son de ámbito español?";"";"";"Las UNE";"Las DIN";"";"";"";"";"es_technology_society_objects_4"
"¿Qué es la normalización?";"";"";"Es el conjunto de normas que adoptan los países del mundo para facilitar la normalización y la comercialización de sus productos";"Normalizar la comercialización en los países del mundo";"";"";"";"";"es_technology_society_objects_4"
"La Certificación es la acción llevada a cabo por una entidad independiente de la empresa auditada mediante la que se manifiesta que una organización, producto, proceso o servicio, cumple los requisitos definidos en unas normas o especificaciones técnicas.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"Dos ventajas que presentan el uso de productos normalizados ...";"";"";"Ajustarse a la norma prueba que un producto es eficaz y seguro y las reparaciones o cambios son mas sencillos y rápidos";"Buscar la mayor seguridad posible y Buscar el menor impacto ambiental";"";"";"";"";"es_technology_society_objects_4"
"Para que un desarrollo se considera sostenible cuando es capaz de satisfacer las necesidades actuales sin comprometer los recursos de las futuras generaciones.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"Existen múltiples puntos de vista a la hora de abordar el problema de la difícil convivencia entre el respeto al medio natural y el desarrollo tecnológico.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"El desarrollo tecnológico puede tener consecuencias positivas para nuestro entorno.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"La evolución tecnológica no sólo consiste en la invención de nuevos objetos, sino que también los objetos ya inventados van evolucionando.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"Una forma de lograr que los aparatos sean más baratos, eficaces, cómodos y seguros es la certificación.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"En España, una entidad certificadora para productos y servicios es AENOR.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"El desarrollo sostenible intenta hacer compatible la calidad de vida que nos proporcionan los avances tecnológicos con el respeto al medio ambiente.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"La historia del automóvil empieza con los vehículos autopropulsados por vapor en el siglo XVII.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"En 1770 construyó un segundo modelo de tractor, mayor que el primero, y que podía arrastrar 4'5 toneladas a una velocidad de 15 Km/h.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"En estos primeros vehículos se desarrollan innovaciones como los frenos de mano, las velocidades y el volante.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"En 1884, Marcus patentó un sistema de ignición de bajo voltaje que se implantó en los modelos siguientes.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"Los primeros automóviles con gasolina fueron casi simultáneamente desarrollados por ingenieros alemanes trabajando independientemente.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"En una economía globalizada, el desarrollo sostenible debe ser también un objetivo global.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"¿Qué cosas nos ha permitido la tecnología?";"";"";"Tener un lugar de residencia fijo, se ha desarrollado el comercio y nos ha permitido disfrutar de materiales, comida, además de la escritura, la imprenta, internet ...";"Vacío";"";"";"";"";"es_technology_society_objects_4"
"La tecnología nos ha ayudado a tener nuevos conocimientos.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"No ha habido muchos avances.";"";"";"Falso";"Verdadero";"";"";"";"";"es_technology_society_objects_4"
"Nos hemos vuelto dependientes de algunas máquinas.";"";"";"Verdadero";"Falso";"";"";"";"";"es_technology_society_objects_4"
"¿Los aparatos que utilizamos hoy en día son perjudiciales?";"";"";"No se sabe de forma exacta";"Si";"No";"";"";"";"es_technology_society_objects_4"
"La tecnología solo a proporcionado cosas buenas, o también ha proporcionado cosas malas.";"";"";"Ha provocado ambas.";"Solo cosas buenas.";"";"";"";"";"es_technology_society_objects_4"
"¿El desarrollo tecnológico puede tener consecuencias negativas para nuestro entorno?";"";"";"Tiene también consecuencias para el medio ambiente ...";"No tiene consecuencias ya que la tecnología solo ayuda.";"";"";"";"";"es_technology_society_objects_4"
